1,52.55103538018011, 29.598666820125732, 152.43825
2,52.550656366936614, 29.59860681202884, 152.20644
3,52.54833107303751, 29.59822537314713, 152.66258
4,52.54801833639906, 29.598176539586362, 152.71635
5,52.540192007524965, 29.59692846608193, 149.48862
6,52.538202209491246, 29.59659624233619, 150.2033
7,52.53093198402307, 29.595429279990515, 150.28026
8,52.52767998408766, 29.594911943798937, 152.10912
9,52.52778785144943, 29.594929871478435, 152.15231
10,52.527857717880075, 29.59494145141039, 152.18648
11,52.52797855146358, 29.59496136017824, 152.56557
12,52.52804857857994, 29.594972892507226, 152.41463
13,52.53087503616316, 29.5954203083136, 150.58086
14,52.5309889912196, 29.595438187702413, 150.44806
15,52.53105235970447, 29.595448109025693, 150.38823
16,52.53117922801646, 29.595467927922783, 150.3919
17,52.53266932084861, 29.595708667234597, 149.93861
18,52.53307066491792, 29.5957759999789, 150.09683
19,52.53941065120332, 29.596798565401198, 149.79771
20,52.54019201507381, 29.596928447796692, 149.63837
